별점,리뷰,긍/부정
4,계란서비스는 좋았지만 가격에비해 곱창양이랑 음료서비스가없는게 좀아쉽네요 맛은 정말 냄새안나고 맛있습니다!,1
5,곱창도 맛나고 막창도 맛나요!!!,1
5,여러가지 야채랑 같이 먹을 수 있어서 좋으네요^^ 부드러운 계란찜까지 주셔서 감사합니다~~♡,1
5,진짜 맛있어요 ㅠㅠㅠ 다음부터 막창은 여기서 시켜먹을게요 ㅠㅠ 볶음밥도 진짜 존맛탱! 서비스로 주신 계란찜도 잘먹었습니다@@@,1
5,저번에 1단계가 너무 맛있어서 2단계도 도전해봤는데 딱 매콤하니 너무맛있네요 ㅎㅎ,1
5,맛있었습니다. 아쉬운건 야채중 상추좀 주심 좋을듯해요.,1
5,맛은 구수하고 매콤합니다 냄새도 막 심한편은 아니고요 야식술안주로 제격입니다. 야채와 곱창비율도 개인적으로 1;0.7이상으로 야채한점 곱창한점 같이먹어도됩니다,1
5,곱창에서 냄새도 나지않고 맛이 좋아요. 같이주신 깻잎에 싸먹으니 맛이 더욱 좋고 밥과 같이 드시는걸 추천드립니다.,1
5,역시 맛있습니다ㅎ 막창이 조금 더 들어있으면 더 좋을거같아요,1
4,곱창을 좋아해서 처음으로 배달해서 먹어봤는데... 3인분에 양이 생각보다 적더라구요.. 맛은 좋았는데.. 살짝 아쉬웠습니다..,1
5,너무 맛있게 잘 먹었습니다???? 꼭 시켜 드세요ㅎㅎ,1
5,처음시켜봤는데 정말 맛있었어요 양은 전에 살던곳이 워낙 푸짐해서 푸짐까지는 아니지만 괜찮았구요 계란찜서비스 양이 마나서 신랑이 여기는 이게좋네 하더라구요 제가 곱창을 잘못먹는데 냄새도 전혀 안나구 성공적이에요 다음에 또 시킬께요~,1
5,진심 리뷰보고 주문했는데 헉~~ 분명 곱창볶음 주문한건데 야채만 가득하네요 이게 양이 많다는건ㅜㅜ 고기 찾느라 넘 힘들었네요~~~,1
5,계란찜 서비스 잘먹겠습니다~,1
5,먹기바뻐서 먹는중에 찍게되었네요. ㅋ 불맛이 살살나는 곱창이에요~ 배달완료가 늦게떠서..잊고있다가 이제 올려욯,1
5,빨리 와서 잘 먹었네영 ㅋㅋㅌ,1
5,요즘계속먹게되용ㅋㅋ,1
4,맛있게 잘 먹었습니다~^^,1
5,역시 마약곱창??한번씩 꼭 생각나는 맛이에요 서비스도 감사히 잘먹었습니당?,1
5,제 시간에 도착!!,1
5,배가 많이 고팠는데 배달이 진짜 빨리 와서 너무 좋았어요 감사합니다 ? 맛도 좋고 양도 많고 서비스 계란찜도 푸짐하게 주시고 완전 만족이요 ?? 담에 또 주문하겠습니당,1
4,막창볶음은 처음 먹어보는데 맛있어요. 많이 파세요,1
5,추천받아서 먹어봤는데 천국을 맛으로 표현한다면 이런느낌일까..,1
5,곱창뿐만 아니라 서비스로 주신 계란찜도 양이 푸짐하고 맛있어요,1
5,여기서만먹게되용ㅋ 맛나요,1
5,늦게까지 해서 좋아요. 맛도 괜찮네요. 서비스로 주신 당면도 너무 좋구요. 감사합니다!,1
5,아우 여기는 뭐 그냥 맛있든데?? 알바도 그때 비 엄청 오는데 비 다맞고 와서 웃으면서 음식주는데*,1
5,주먹밥은 꼭 같이 시키세요. 애들이 좋아합니다. 다음엔 구이도 주문해보려 합니다.,1
5,항상먹는곳 배민이 안돼서 잠시 요기요사용!,1
5,매운맛3단계했는데 진짜 매운데..맛있는 매운맛이네요ㅎ 땀흘려가며 맛있게 먹었습니다~~ 감사해요옹,1
5,맛있어요 강추!!!!!!!!,1
5,맛있습니다 밥 완전 땡기는 맛! 주먹밥 추가 하세요들,1
5,이건 뭔지 물어보고싶네요 쿠폰인강,1
5,배부르게 잘 먹엇어요,1
3,맛있구요 계란찜최고예요 거기에다 마요네즈도있었으면 좋을듯하네요,1
5,양념도 맛잇그 당면도 맛잇구 다 맛잇습니당,1
4,맛있어서 어제 시켜 먹고 또 시켜 먹네요~~,1
5,맛있게 잘먹었어요 순대 양도 푸지하고 서비스 계란찜도 너무너무 맛있었습니다~~~ 잘먹엇어요~,1
4,맛있어요~ 섭스계란찜도 맛있어요~~,1
5,맛있어요 기름이 좀 많긴한데 부산가서먹은것보다 맛나네요 알곱창먹어보고싶은데 다음에 꼭 먹어봐야겠어요,1
5,매콤하니 맛있었어요^^,1
5,술안주랑 식사로 아주 제격입니다 하하하,1
5,맛있게 잘 먹었어요!!,1
5,진짜맛있어요 비린내도 안나고 좋아요,1
5,잘먹었습니다,1
5,곱창 진짜 진짜 밋잇습니다!!!! 강추에여!!!,1
5,맛있게 잘먹ㅇ닜어요 다먹고 밥도 볶아서 먹었네요,1
4,배달이 살짝 아쉽지만 기후상 어쩔수없었고 맛이나 양은 최고입니다,1
5,너무 맛있어요 ~~~ 진짜 자주 땡기는 맛 ㅠㅠ 양도 많고 비오는날 드라마 정주행하면서 먹기 딱이에요 ! 배달도 빠르고 잘먹겠습니다!,1
4,여기에 쌈장이랑 깻잎이랑 고추2개랑 왔는데 서비스 계란찜도 많아서 맛있었고 양도 많고 맛있었습니다~~ 음료 없는건 아쉬웠어요 ㅠㅠ,1
5,맛있게 잘 먹었습니당,1
5,뜻밖에 써비스 계란찜!! 곱창 양도 많아요 3인분 같은 2인분!! 맛있게 자알 먹었어요,1
5,적당히 매콤하니 맛있어요~! 서비스로 주는 계란찜 양도 많아요 ㅋㅋ 잘먹었습니다!,1
3,리뷰에 양이많다고 했는데... 어디가? 도대체 어디가? 아...리뷰에속았다...싶었어요 진짜 곱창좋아하는데 이렇게 찾기힘든 곱창양은 처음이였어요,1
5,배달음식이라 크게 기대안했는데 맛나게 잘먹었네요. 적당히 매콤하고 술안주로 괜츈하네욥. ㅎㅎ 사진은 못찍어서 패쓰~,1
5,맛있어서 또 주문 합니다~^^,1
5,맛나요 냄새도 안나공,1
5,맛있게 잘 먹었어요,1
5,맛나게 잘 먹었습니다 ~~~^^ 적당히 매운맛~~ 딱 좋으네요,1
5,맛있고 양많고 배달빠르고 앞으로 자주시켜먹을거같네요 ~~,1
5,배달도 빠르고 맛도 맛있옸오요 또 먹고 싶습니당!!귿귿,1
5,배달이좀늦네요 서비스로계란찜대신 콜라로바꼇네요,1
2,왜 저희가 시킬때만 2시간이나 걸리나요... 전화드려도 출발했다고하시고..,-1
5,곱창은 처음시켜먹어봤는데 대박이에요... 진짜 맛있고 양도많고 곱창보다 야채가 훨씬 많을줄알았는데 곱창이 진짜많았어요.. 양배추 잘 안 먹는데^^;; 여긴 양배추도 맛있더라구요 양념이맛있어서 그런가 ㅎㅎ... 비주얼 진짜 대박인데 ㅠㅠ 다 먹어서 사진이 없네용.. 다음에 또 시켜먹을게요!!!! 최곱니당,1
5,처음 시켜봤는데 양도 푸짐하고 너무 맛있어요! 다음에 또 시켜먹을게요. 번창하세요??,1
5,오 다른 데랑 다르게 매운맛이 아주 맵군요 최고입니다,1
4,냄새 안나고 맛있게 먹었네요. 잘먹었습니다,1
5,아이들과 넘 맛있게 잘먹었어요~ 냄새도 없고 넘 맛있습니다~ 역시 마약곱창~~?? 계란찜 맛있게 잘 먹었습니다~~감사합니다 ~^^,1
5,두번째주문! 정말 맛있어요~~ 곱창은 여기가 최고입니다>_< 배달도빠르고 사장님도 친절하시고!!! 날씨도 꿀꿀해서 곱창시켜 혼맥해용ㅋㅋㅋ 잘먹을께용~~~^^,1
5,맛있어요 계란찜 주먹밥 다 맛잇어요 좀 매워서 다음엔 기본으로 시킬려구요,1
5,맛있네요! 계란찜 감사합니다! 마늘이 없어 조금아쉽지만 맛나게 먹었습니다!,1
5,엄청 맛있었어요 강추!!,1
5,너무 맛있게 잘먹었습니다 !!!,1
2,저는 그냥 그냥 그냥 그랬어요,-1
5,맛있게 잘 먹었습니다.,1
5,곱창 특유의 잡냄새가 없어서 Good 넉넉한 양에 Good 배달 시간도 예상보다 조금 일찍 와 주셔서 Very Good이었습니다????,1
5,진짜맛나요 써비스로주신 주먹밥에 감동입니다 또시킬께요,1
4,사진은 먹다 찍은건데 양 진짜 넘칠정도로 많은것같아요! 전 2인분 시켰는데 양보고 3인분인줄알았어요ㅎㅎ 진짜 맛있어용????,1
5,늘 맛있게 먹고 있습니다~!~! 달에 세번은 먹는 것 같아요,1
5,맛있게 잘먹었습니다. 곱창냄새도 안나고 고소하네요. 양념도 너무 맛있었습니다. 서비스계란찜맛있어요 최고^^ 다음에 또 이용할께요.,1
4,맛있어요~ 순대가 좀 냄새나긴 하나 곱창은 냄새하나 없이 맛나요 다 먹고 밥 까지 비벼 먹었네요,1
5,굿~~~~~~!!!!!!!!!,1
5,너무너무너무 맛있는데 양이 적어용^^ 먹다가 찍어서 사진이 이상해요~,1
5,쌈에 싸먹으니 환상적이었습니다.역시 소주엔 곱창이지,1
5,곱창에 냄새도 안나고 맛나게 먹었습니다. 다음에는 다른메뉴도 먹어봐야겠습니다.,1
5,맛있어요~ 매콤한 게 먹고싶을 때 또 주문할듯~^^,1
5,자주자주자주자주자주×10000 시켜먹어서 더 쓸 리뷰 없습니당.. 괜히 자주 시켜먹는게 아니겟죠?,1
5,맛잇어요 ㅎㅎ저한텐 1단계맛이 훨 맛잇네요!!!,1
5,진짜 최고입니다 ㅠㅠ??,1
5,가끔 곱창이 생각날때 늘 시켜먹는곳이에요 맛잇게 잘먹엇습니다!!!!!!><,1
5,곱창배달은처음인데 나쁘지않네요. 잘먹었습니다,1
5,양도 많고 맛있어요.,1
5,맛있어서 요즘 곱창 땡길때 여기부터 생각나는데 저번에도 그렇고 이번에도 그렇고 다쓴 서비스 스티커가 함께 동봉되어있어서 당황했습니다. 신종쿠폰북인가요...? 쿠폰북으로 주신건지 넣으신건지 잘 모르겠어서 같이 리뷰 달아요. 곱창은 정말 맛있습니다 남은거 집에서 볶아먹기도 정말 좋아요,1
5,비린내도안나고 진짜정말 맛있어요ㅜㅠ 매운맛도 적당하고 딱 야식으로도 식사로도 먹기 좋아요!,1
5,생각 보다 양이 많아 좋았습니다 음식 나오는 속도도 엄청 빠르구 서비스도 만족스러웠습니다,1
5,소금 곱창을 시켰는데 서비스로 계란찜도 주시고 둘 다 맛있게 잘먹었어요 강추!,1
5,진짜맛있어요ㅠㅠ 곱창양도 많고 순대양도 많고 간도 잘맞아요 진짜서비스까지 짱! 배고파서 친구랑 급하게 먹느라 사진 못찍었네요ㅜ,1
5,늦은시간에 배달 감사합니다,1
4,음식을 받았을때 음식물이 조금 새어나와있더라구요... 그것 말고는 맛과 양은 만족합니다 ㅎ,1
5,맛은 정말 괜찮은데.. 양에선 야채만 겁나 많은듯하네요..,1
5,곱창도 맛있고 계란찜도 너무 맛있어요??????,1
5,제 인생 첫 후기.... 여기다가 남깁니다..... 진짜 너무 맛있어서 친구랑 엉엉 울면서 먹는 중 한 열번 시켜먹었는데 점점 더 맛있어지고 점점 더 양이 많아짐 ㅜㅜ 진짜 세상에서 제일 맛있음??,1
5,역시 소금구이 진짜맛있어,1
5,아..다좋은데 머리카락 나왔어요!! .....다음엔 위생에 신경써주세여 ㅜ0ㅜ~~ 맛은있네요 . 아그리고 매운맛 진짜매워요,1
4,맛있어서 자주 시켜먹고 있어용! 날치알 주먹밥 짱 맛있습니다,1
5,굿 먹을만 하고 비맂 않음,1
4,처음 먹어보는데 정말 맛있네요! 자주 애용해야겟어요,1
3,맛은 보통 입니다.근데 서비스로 받은 계란찜 비린내 너무 나서 버렸어요!,1
5,맛있어서 일주일만에 재주문했어요^^ 냄새안나고 좋아요,1
5,예상시간보다 배달이 훨씬 더 빨리와서 좋았습니다. 적당히 매콤하고 맛있어요.,1
5,탱글탱글 하고 쫄깃쫄깃 맛있었어요,1
5,양진짜 많아서 겁나 좋아요,1
5,맛있습니다 ㅎㅎ 매콤한게 땡겼는데 맛있게 잘 먹었습니다!ㅎㅎ 감사합니다 많이 파세용,1
5,너무 맛있어요!! 용기가 작아서 다 먹겠다 했는데 은근 양이 많아서 배부르게 잘 먹었습니다!! 담에 또 시켜서 먹을게요????,1
2,가성비 비해서 맛떨어짐,-1
5,서비스 감사합니다. 번창하세요~ 맛도 맛있고 서비스도 좋네요,1
5,맛있었습니다! 배달도 빠르고 좋았어요~!,1
4,맛있게 잘먹었습니다.,1
1,업체에서 늦게 요리를 한건지 기사분이 늦게오신건지 모르겠지만 80분넘게 온건 좀 아닌거 같네요...전화로도 죄송하다고 하지않으시고 너무하신거 같습니다. 돈내고 기분 나쁘게 먹네요. 다음부터는 안시킵니다. 왠만해서는 참고 넘어가겠는데 글 남겨야겠네요. 사장님 문제가생기면 사과먼저 하세요. 저희 화내지도 않고 친절하게 전화드렸습니다. 배달하다가 리뷰를 이렇게 길게 남긴건 처음이네요.,-1
5,서비스로 주신 계란찜도 맛있고 다 맛있었는데 저번에 시켰을 때 보다 양이 적게 느껴지네요ㅠㅠ,1
5,단골인데 늘맛잇고 서비스도 주시고 감사합니다 배삥빵하게 넘 잘먹엇어옹,1
5,맛있게잘먹었어요 맵기도딱좋았어요,1
5,순대볶음먹곡싶어서 찾았는데 여기맛있네요 김이모락모락나요ㅋ,1
5,역시 엄지척!!! 전 좀 이른시간에 시켰더니 배달도 짱 빠르게 왔네요 여기 주먹밥 넘나 맛있다는~~^^,1
4,배달이 빠르고 맛있네요,1
3,양도 괜찮고 맛잇엇습니다,1
5,맛있으나 양은 둘이 먹기 부족합니다. 근데 또 주문할께요. 맛있으니까.,1
5,맛있게 잘먹었습니다!!^^,1
5,냄새도안나고 맛있어요~ 맛있는곱창집알게되서좋네요 서비스 감사합니다~^^,1
5,좀짰어요~ 그래도잘먹었습니다~~,1
5,jmt예요 ㅋ 계란찜도 주시다니.. 감동! 츄베릅!,1
2,코로나 때매 장사가 잘 안되시는건 알겠지만 너무하네요 전에는 국물도 있고 곱창도 쫄깃쫄깃 했는데 다 말라 비틀어진 곱창에 야채도 먹다 남은거처럼 곳곳에 숨어있고 국물도 하나도 없어요  진짜 곱창이 무슨 몇주 방치한거처럼 말라서 씹기도 힘들었어요 너무해요 저번에 맛있게 먹어서 다시 시킨건데 오늘은 정말 실망했어요ㅠ,-1
4,맛있었어요 볶음밥 해드셔도 맛있어요,1
5,또 시켜 먹을 거에염 ㅎㅎㅎ,1
3,채소가 많고 막창이 쫄깃합니다 아쉬운 점은 전체적으로 맛이 너무 짜고 당면이 퍼져왔네요 ㅜㅜ,1
4,양도 많고 맛있는데 서비스로 주신 계란찜이 용기가 찌그러져서 국물이 다 새서 배달됐어요?? 다음 주문엔 배달 좀 더 신경써주세요~ 불막창볶음 1단계 적당히 매콤하니 맛있게 잘 먹었어요!????,1
5,사진을 올려도 되나 모르겠네요 알바생분 혼나는건 아닌지 ㅎㅎㅎ 잘 먹었습니당,1
4,맛좋아요 배달도 빠르고 최고 !,1
5,2단계인데 매콤하네요~ 맛있게 잘 먹었습니다.,1
5,잘먹었습니다~~~~~~~~,1
5,늘 먹는곳인데 여전히 마싯어요 또 시켜먹을게요옹,1
4,소주땡겨서 시켰는데 맛있게 먹었습니다 ㅎㅎ,1
1,맛이 이상해요 곱창 주문했는데 오징어맛이 같네요 다시 주문안할게요,-1
4,밥 볶아서 같이 먹으면 맛있네요,1
5,몇 번을 먹어도 맛있어요!!!!!!!!,1
5,와 JMT 서비스까지 챙겨주셨습니당 ㅠㅠ 너무 맛있어요 정말 극추천 ??????,1
5,30분도 안되서 도착했어요. 살짝 매콤시켰는데 정말 맛있게 매콤한 정도 입을 약간 매콤하지만 위에는 부담안될 정도예요 쫄깃하고 순대랑 곱창같이여서 양도 별로 없고 야채만 많을줄 알았는데 야채 곱창 순대 할거 없이 골고루 양이 많아요 다만... 벨이랑 노크하지 말아달라고 했는데 벨 노크 둘다... 하셔서... 배달은 정말 빨라서 좋아요.,1
4,곱창에서 냄새 살짝 나요 계란찜 서비스 감사합니다,1
5,자알먹었습니다 순대가 좀 많이 부서져있더라구요 그래도 맛은 있었습니다^^,1
5,두명이서 먹었는데 배터지는줄 알았어요 ?? 맛있게 잘먹었습니다 다음에 또 시켜먹을께요,1
4,양맛괜찮네요 계란찜은좀싱겁구요 서비스주먹밥잘먹었습니다,1
4,맛잇어요 ~~~~~~ㅋ맵고요 ㅋㅋ,1
5,너무 맛있어요 ~,1
5,양도 많고 맛도 최고였습니다ㅎㅎ 서비스로 주신 계란찜도 엄청 맛있네요ㅎㅎ,1
5,배달도 빠르고 맛도 맛있었어요! 냄새도 안나고 매운맛도 딱 적당했어요~~^^ 다음에도 다시 꼭 시키겠습니다. 계란찜도 아이들이 잘먹었어요 ! 감사합니다 ^^,1
5,계란찜 잘 먹겠습니다 먹지는 않았지만 보기만 해도 맛있어 보입니다!,1
5,이사와서 처음시켜먹는데 너무 맛있네요~^^ 시키지 않았는데 계란찜까지 딱!! ㅎㅎ 잘먹겠습니다~^^,1
5,맛이랑 양둘다 만족합니다.. 서비스 계란찜 양이 어마어마^^ 다음에 또 주문할께요,1
5,순대볶음 맛도 좋고 서비스로 주신 계란찜 크기에 깜놀 ㅎ 매운 걸 잘 못먹어서 1단계로 했는데 딱 좋았어요.,1
